Action,Description,Filter,Message,Name,RegEx,Sev,ThresholdPerDay,ThresholdPerMin
No action is required,FIB Ipv6 route consistency checker failed. Route database is inconsistent with hardware.,N,UFDM-3-FIB_IPv6_ROUTE_CONSISTENCY_CHECKER_FAIL,UFDM-3-FIB_IPv6_ROUTE_CONSISTENCY_CHECKER_FAIL,*UFDM-3-FIB_IPv6_ROUTE_CONSISTENCY_CHECKER_FAIL*,3,0,0
 No action is required.,This message indicates that FIB Ipv6 route consistency checker did not detect. Route software database is consistent with hardware.,Y,UFDM-3-FIB_IPv6_ROUTE_CONSISTENCY_CHECKER_PASS,UFDM-3-FIB_IPv6_ROUTE_CONSISTENCY_CHECKER_PASS,*UFDM-3-FIB_IPv6_ROUTE_CONSISTENCY_CHECKER_PASS*,3,0,0
Please contact Cisco TAC.,Could not create reserved label from range global-dynamic,N,ULIB-3-LABEL_CREATE,ULIB-3-LABEL_CREATE,*ULIB-3-LABEL_CREATE*,3,0,0
No action is needed.,Interface [chars] Downstream frequency set to [dec].[dec] MhzThe RF downstream frequency for the indicated interface and its integrated upconverter has been changed using the cable downstream frequencycommand.,Y,UPCONV-5-DSFREQ,UPCONV-5-DSFREQ,*UPCONV-5-DSFREQ*,5,0,0
No action is required.,"Warning: Unsupported upconverter output power on interface [chars]. Supported range is between 50 and 61dBmV.The upstream RF output power is outside the acceptable level. User input accepts a wider power range from 45 to 63 dBmV, but the useful output range is from 50 to 61 dBmV. Everything is functioning.",Y,UPCONV-5-DSPOWER_RANGE,UPCONV-5-DSPOWER_RANGE,*UPCONV-5-DSPOWER_RANGE*,5,0,0
No action is needed.,Interface [chars] Downstream RF power set to [dec].[dec] dBmvThe RF downstream power output for the indicated interface and its integrated upconverter has been changed using the cable downstream rf-power command.,Y,UPCONV-5-DSPOWER,UPCONV-5-DSPOWER,*UPCONV-5-DSPOWER*,5,0,0
No action is needed.,Interface [chars] upconverter output changed to [chars]The upconverter status for the indicated interface has been changed using the cable downstream rf-shutdown command.,Y,UPCONV-5-UPDOWN,UPCONV-5-UPDOWN,*UPCONV-5-UPDOWN*,5,0,0
No action is required. This is just informational message.,The message indicates that the system detected low memory resources to complete upgrade and is switched to Slow Download mode.,Y,UPDATE-0-SLOW_DOWNLOAD_MODE,UPDATE-0-SLOW_DOWNLOAD_MODE,*UPDATE-0-SLOW_DOWNLOAD_MODE*,0,0,0
Copy the message exactly as it appears on the console or in the system log and then open a case with a TAC.,The system has failed to open a file.,N,UPDATE-3-FILE_OPEN_FAIL,UPDATE-3-FILE_OPEN_FAIL,*UPDATE-3-FILE_OPEN_FAIL*,3,0,0
"Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http: www.cisco.com cisco web support index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software caveats using Cisco Bug Search Tool at https: tools.cisco.com bugsearch . If you still require assistance, open a case with the Technical Assistance Center at http: tools.cisco.com ServiceRequestTool create launch.do, or contact your Cisco technical support representative.",The system has detected an error where the lock of the flash storage device could not be released,N,UPDATE-3-FLASH_SEM_GIVE_FAIL,UPDATE-3-FLASH_SEM_GIVE_FAIL,*UPDATE-3-FLASH_SEM_GIVE_FAIL*,3,0,0
It is recommended to contact TAC for further investigation.,Error FTP file Transfer,N,UPDATE-3-FTP_TRANSFER_FAIL,UPDATE-3-FTP_TRANSFER_FAIL,*UPDATE-3-FTP_TRANSFER_FAIL*,3,0,0
"Copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http: www.cisco.com cisco web support index.html. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http: tools.cisco.com Support BugToolKit . If you still require assistance, open a case with the Technical Assistance Center via the Internet at http: tools.cisco.com ServiceRequestTool create launch.do, or contact your Cisco technical support representative and provide the representative with the information you have gathered.",The system has detected an unknown Temporal Logic Verifier (TLV) code and has ignored it.,N,UPDATE-3-INV_TLV,UPDATE-3-INV_TLV,*UPDATE-3-INV_TLV*,3,0,0
Gather the required information and reach out to Cisco TAC.,"Error detected in SSH File Transfer Protocol(SFTP), the resource is temporarily unavailable.",N,UPDATE-3-SFTP_TRANSFER_FAIL,UPDATE-3-SFTP_TRANSFER_FAIL,*UPDATE-3-SFTP_TRANSFER_FAIL*,3,0,0
"If the problem occurs, try to issue upgrade fpd again and see the problem goes away. If problem persists reboot the device or LC either manually or via Command line if the device or LC. If that too fails call Copy the error message exactly as it appears on the console or in the system log, call your Cisco technical support representative and provide the representative with the gathered information.","A fatal error was encountered, and the program exited. A separate thread is created to handle  fpd upgrade . If this pthread_create fails, we are posting this CRITICAL error. This might be a rare situation.",N,UPGRADE_FPD-2-FATAL,UPGRADE_FPD-2-FATAL,*UPGRADE_FPD-2-FATAL*,3,0,0
No action is required,"A route add operation has failed for the given client. There may be a previous error message that further explains the problem. 
",N,URIB-3-ADD_PATH_ERROR,URIB-3-ADD_PATH_ERROR,*URIB-3-ADD_PATH_ERROR*,3,0,0
"Use the system switchover command to switchover to the standby supervisor. If no standby is present, or the standby is not ready, use the reload CLI command to reload the system. The state of the standby can be checked using the show system redundancy ha status CLI command.","A error was encountered. The system may run into more errors because of this problem.
Parameters: Client, Prefix, Length, Reason.",N,URIB-3-MOD_ERROR,URIB-3-MOD_ERROR,*URIB-3-MOD_ERROR*,3,0,0
No action is required.,An MTS (Message and Transaction Service) API (Application Program Interface) returned an error when URIB (Unicast Routing Information Base) tried to drop a message.,Y,URIB-3-MTS_DROP,URIB-3-MTS_DROP,*URIB-3-MTS_DROP*,3,0,0
"No action is required.
","Route delete request was received for a non-existing route. Parameters: Prefix, Prefix Length, Client ...
",N,URIB-4-RTDEL_ERROR,URIB-4-RTDEL_ERROR,*URIB-4-RTDEL_ERROR*,4,0,0
This message can be ignored.,This message is seen when there is a change to the IPv4 unicast RIB (Routing Information Bases).,N,URIB-4-SYSLOG_SL_MSG_WARNING,URIB-4-SYSLOG_SL_MSG_WARNING,*URIB-4-SYSLOG_SL_MSG_WARNING*,4,0,0
Use the restart command to restart the feature and clear this problem.,"This message indicates a bogus prefix was received from the client. Parameters: Client, Prefix, Prefix Length.",N,URIB-5-BOGUS_PREFIX,URIB-5-BOGUS_PREFIX,*URIB-5-BOGUS_PREFIX*,5,0,0
No user action is required.,The message implies that URIB (Unicast Routing Information Base) is finding the path that a client tried to delete.,N,URIB-5-PATH_DELETE,URIB-5-PATH_DELETE,*URIB-5-PATH_DELETE*,5,0,0
"Enter the command again. If this message recurs, copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http: www.cisco.com tac. With some messages, these tools and utilities will supply clarifying information. Search for resolved software issues using the Bug Toolkit at http: www.cisco.com pcgi-bin Support Bugtool launch_bugtool.pl.",This message indicates that I2C write has failed.,N,USB_CONSOLE-3-APP_I2C_WRITE,USB_CONSOLE-3-APP_I2C_WRITE,*USB_CONSOLE-3-APP_I2C_WRITE*,3,0,0
"This is an informational message, no action required.",Console media-type is RJ45.,N,USB_CONSOLE-6-MEDIA_RJ45,USB_CONSOLE-6-MEDIA_RJ45,*USB_CONSOLE-6-MEDIA_RJ45*,6,0,0
No action is required. This is an information message.,This message indicates that media type of the console is USB.,Y,USB_CONSOLE-6-MEDIA_USB,USB_CONSOLE-6-MEDIA_USB,*USB_CONSOLE-6-MEDIA_USB*,6,0,0
device reload is required to bring the modem back. The device may be faulty,This message indicates the USB device failed to enumerate as it was not able to read the device s description and modem disappeared.,N,USB_HOST_STACK-5-USB_ENUM_FAIL_GETDESCR,USB_HOST_STACK-5-USB_ENUM_FAIL_GETDESCR,*USB_HOST_STACK-5-USB_ENUM_FAIL_GETDESCR*,5,0,0
"This device is not supported. Enter the show usb device command to view the device information. Check the image to determine if the image supports the device.
","The device is not supported on the platform or image.
",N,USB_HOST_STACK-5-USB_ENUM_UNSUPPORTED_DEVICE,USB_HOST_STACK-5-USB_ENUM_UNSUPPORTED_DEVICE,*USB_HOST_STACK-5-USB_ENUM_UNSUPPORTED_DEVICE*,5,0,0
It is an informational message. No action is required.,An USB device has been connected.,Y,USB_HOST_STACK-6-USB_DEVICE_CONNECTED,USB_HOST_STACK-6-USB_DEVICE_CONNECTED,*USB_HOST_STACK-6-USB_DEVICE_CONNECTED*,6,0,0
It is an informational message. No action is required.,An USB device has been disconnected.,Y,USB_HOST_STACK-6-USB_DEVICE_DISCONNECTED,USB_HOST_STACK-6-USB_DEVICE_DISCONNECTED,*USB_HOST_STACK-6-USB_DEVICE_DISCONNECTED*,6,0,0
No action is required,"The USB flash memory has taken a time equal to or more than 75% of the maximum time allotted for it to pass the diagnostic testing and enter the Ready state.
",Y,USB_HOST_STACK-6-USB_FLASH_READY_TEST_TIME,USB_HOST_STACK-6-USB_FLASH_READY_TEST_TIME,*USB_HOST_STACK-6-USB_FLASH_READY_TEST_TIME*,6,0,0
"Copy the error message exactly as it appears on the console or in the system log, call your Cisco technical support representative and provide the representative with the gathered information.","An USB operation is taking too long. If the device refers to an internal device, the board needs immediate attention.",N,USB-2-DEVICE_TIMEOUT,USB-2-DEVICE_TIMEOUT,*USB-2-DEVICE_TIMEOUT*,3,0,0
"Search Bug Toolkit on the Cisco web site forbugs related to your version of software. If you donot find an existing bug, copy the message exactly as it appears on the console or in the system log. Research and attempt to resolve the issue using the tools and utilities provided at http: www.cisco.com tac. With some messages, these tools and utilities will supply clarifying information. Also perform a search of the Bug Toolkit http: www.cisco.com pcgi-bin Support Bugtool home.pl. If you still require assistance, open a case with the Technical Assistance Center via the Internet http: tools.cisco.com ServiceRequestTool create, or contact your Cisco technical support representative and provide the representative with the gathered information. Also provide the output of the show version and show running commands","The usb flash device could not be stopped and restarted.
",N,USBFLASH-3-DEVSTARTSTOP,USBFLASH-3-DEVSTARTSTOP,*USBFLASH-3-DEVSTARTSTOP*,3,0,0
Follow any instructions provided in the message before storing any file to this USB flash device.,The usb flash device does not have a recognizable format. There are unexpected values in the partition table or boot sector. This device needs formatting in the device before use.,N,USBFLASH-4-FORMAT,USBFLASH-4-FORMAT,*USBFLASH-4-FORMAT*,4,0,0
No action is required,"A USB device has been inserted or removed.
",N,USBFLASH-5-CHANGE,USBFLASH-5-CHANGE,*USBFLASH-5-CHANGE*,5,0,0
No action is required,"A USB device has been inserted or removed.
",N,USBFLASH-STBY-5-CHANGE,USBFLASH-STBY-5-CHANGE,*USBFLASH-STBY-5-CHANGE*,5,0,0
"Please ensure logflash is inserted to save debug logs.
",USB flash drive Should ALWAYS be inserted into supervisor. Syslog alerts when it’s not.,N,USBHSD-1-ABSENT_ALERT,USBHSD-1-ABSENT_ALERT,*USBHSD-1-ABSENT_ALERT*,1,0,0
"Use vfat flash only and make sure external slot is not being accessed, then re-insert flash",Unknown flash filesystem or not un-mounted properly.,N,USBHSD-2-DISK_MOUNT_FAIL,USBHSD-2-DISK_MOUNT_FAIL,*USBHSD-2-DISK_MOUNT_FAIL*,2,0,0
 No action is required.,Flash daemon mounting slot.,Y,USBHSD-2-MOUNT,USBHSD-2-MOUNT,*USBHSD-2-MOUNT*,2,0,0
No action is required,"Flash daemon un-mounting slot

",N,USBHSD-2-UMOUNT,USBHSD-2-UMOUNT,*USBHSD-2-UMOUNT*,2,0,0
No action is required., USB swap event,Y,USBHSD-2-USB_SWAP,USBHSD-2-USB_SWAP,*USBHSD-2-USB_SWAP*,2,0,0
"Please ensure logflash is inserted.
",If the message occurs then most likely you don t have a logflash installed.,N,USBHSD-STANDBY-1-ABSENT_ALERT,USBHSD-STANDBY-1-ABSENT_ALERT,*USBHSD-STANDBY-1-ABSENT_ALERT*,1,0,0
No action is required.,This message indicates that flash daemon mounting slot.,Y,USBHSD-STANDBY-2-MOUNT,USBHSD-STANDBY-2-MOUNT,*USBHSD-STANDBY-2-MOUNT*,2,0,0
No action is required,"Flash daemon un-mounting slot
",N,USBHSD-STANDBY-2-UMOUNT,USBHSD-STANDBY-2-UMOUNT,*USBHSD-STANDBY-2-UMOUNT*,2,0,0
Please contact Cisco TAC.,This is general message.,N,USER-1-SYSTEM_MSG,USER-1-SYSTEM_MSG,*USER-1-SYSTEM_MSG*,1,0,0
"You may see these errors when there is a faulty QSFP or not properly secured QSFP on a port. In some cases, FAN and PSU might show failed but will be functioning as expected.
Replace QSFP to resolve the issue or open a support case for further assistance.",I2C access failure,N,USER-2-SYSTEM_MSG,USER-2-SYSTEM_MSG,*USER-2-SYSTEM_MSG*,3,0,0
It is recommended to reach out to TAC for further information.,This message is seen when UDLD have enabled little earlier than expected.,N,USER-3-ERR,USER-3-ERR,*USER-3-ERR*,3,0,0
The particular message you have generally means that the phase 1 encryption packages do not match between the devices. Need to verify the encryption are the same as the ones configured on the other side.,This message indicates an user had received IPSec packet with bad SPI(Serial Peripheral Interface).,N,USER-3-RT_IPSEC_BAD_SPI,USER-3-RT_IPSEC_BAD_SPI,*USER-3-RT_IPSEC_BAD_SPI*,3,0,0
Please open a support case for further investigation,Bad GLC-T Link Status-,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*Bad GLC-T link status*,3,0,0
Please open a TAC case for further investigation and attach show tech,Port has been errdisabled due to timer handler failure. Indicates possible failed port optic.,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*bcm_port_timer_handlerError disabling*,3,0,0
"If message recurs, please open a support case for further investigation, as this may be indicative of a hard memory parity error (failed memory). Please attach the following information to your support case: For Nexus 3064 3132: • show tech • show hardware internal plog print file-type 35 • Execute the following command 3 times at intervals of 30 seconds apart: bcm-shell module 1 *:soc For Nexus 3164: • show tech • attach module 1 and then show tech-support bcm-usd • Execute the following command 3 times at intervals of 30 seconds apart: bcm-shell module 1 *:soc",Corrected Parity Error - A parity error has been detected and corrected multiple times in the same table index,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*bcm_usd_isr_switch_event_cb_log_new_fmtCorrection*,2,0,0
A reload or fast-reload will be necessary to correct this parity error. Service impact is dependent upon the memory table that is affected. Please open a Cisco support ticket for further investigation. Please attach the following information to your support case: For Nexus 3064 3132: • show tech • show hardware internal plog print file-type 35 • Execute the following command 3 times at intervals of 30 seconds apart: bcm-shell module 1 *:soc For Nexus 3164: • show tech • attach module 1 and then show tech-support bcm-usd • Execute the following command 3 times at intervals of 30 seconds apart: bcm-shell module 1 *:soc,Detected Parity Error - A memory parity error has been detected in a table that does not support automatic parity error correction. A reload or fast-reload will be necessary to correct this parity error. Service impact is dependent upon the memory table that is affected. Please open a support ticket for mor einformation.,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*bcm_usd_isr_switch_event_cb_log_new_fmtDetection*,3,0,0
Please open a TAC case for further investigation.,This is are internal system messages.,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*bcm_usd_sfp_copper_port_enable*,3,0,0
"Could be a transceiver issue, please reseat it or else replace it with an RMA. Please open a support case for similar error messages.",This is are internal system messages.,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*bcm_usd_sfp_glc_poll_link_status*,3,0,0
Please open a TAC case for further investigation.,This is are internal system messages.,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*bcm_usd_xcvr_fcot_process_read_values*,3,0,0
Please open a TAC case for further investigation.,This is are internal system messages.,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*bcm_usd_xcvr_fcot_read_sfp_phy*,7,0,0
Please open a TAC case for further investigation.,This is are internal system messages.,Y,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*bcm_usd_xcvr_fcot_write_sfp_phy*,3,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Memory Parity Error 0abf - FREE_CELLPTRS_CH1r-A memory parity error has occurred of type  FREE_CELLPTRS_CH1r .
Potential Impact: The presence of this message may be associated with high CPU (99%) for the bcm_usd process. No performance impact is expected unless high CPU is also being experienced across multiple other processes for an unrelated reason.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit0abf*,4,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Memory Parity Error 0e37 - DEQ_MPB_ERRf-A memory parity error has occurred of type  DEQ_MPB_ERRf .
Potential Impact: The presence of this message may be associated with high CPU (99%) for the bcm_usd process. No performance impact is expected unless high CPU is also being experienced across multiple other processes for an unrelated reason.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit0e37*,4,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA and attach show tech to RMA support case.

To permanently resolve, please upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Dequeue Packet Header Memory Parity Error - A memory parity error has occurred for a lookup against the region of memory that manages mappings of packets to egress ports.
Potential Impact: Packet loss may be experienced for egrees traffic on a single port or a set of ports",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit0e43*,2,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Memory Parity Error 11e7 - EGR_EFP_METER_TABLE_PAR_ERRf-A memory parity error has occurred of type  EGR_EFP_METER_TABLE_PAR_ERRf .
Potential Impact: The presence of this message may be associated with high CPU (99%) for the bcm_usd process. No performance impact is expected unless high CPU is also being experienced across multiple other processes for an unrelated reason.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit11e7*,4,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Memory Parity Error 1239 - EGR_MPB_ECC_ERRf-A memory parity error has occurred of type  EGR_MPB_ECC_ERRf .
Potential Impact: No known impact. Because this memory region supports Error Checking & Correction (ECC), repeat presence of this message following a reload may indicate a hardware failure. Otherwise, this message is cosmetic in nature.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit1239*,4,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Memory Parity Error 1253 - EGR_PERQ_XMT_COUNTERS_PAR_ERRf-A memory parity error has occurred of type  EGR_PERQ_XMT_COUNTERS_PAR_ERRf .
Potential Impact: No known impact. This message is cosmetic in nature.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit1253*,4,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Memory Parity Error 1c40 - IFP_METER_PAR_ERRf-A memory parity error has occurred with cause  IFP_METER_PAR_ERRf .
Potential Impact: The presence of this message may be associated with high CPU for the bcm_usd process. No performance impact is expected unless high CPU is also being experienced across multiple other processes for an unrelated reason.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit1c40*,4,0,0
"A parity error on this bit may cause packet drops. A reload is required in order to clear the parity error.

If the switch is running 6.0(2)U2(1) or earlier versions, it is recommended to reload the switch or upgrade to 6.0(2)U2(1) or later version.
This error is automatically correct after 6.0(2)U2(1) by running consistency checker.","Memory Parity Error 1c48 - IFP_STORM_CONTROL_PAR_ERR - A memory parity error has occurred of type  IFP_STORM_CONTROL .
Potential Impact: The presence of this message may be associated with high CPU (99%) for the bcm_usd process. No performance impact is expected unless high CPU is also being experienced across multiple other processes for an unrelated reason.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit1c48*,2,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Memory Parity Error 1f61 - IP_COUNTERS_PAR_ERRf-A memory parity error has occurred with cause  IP_COUNTERS_PAR_ERRf 
Potential Impact: No known impact.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit1f61*,4,0,0
"1a. If running a version of software prior to 6.0(2)U2(1) [Fiji], then execute L2 Parity Error expect script (clearIndex_v1_9.exp) to clear error
1b. If issue continues to occur following remediation and functional impact is seen, then open support case with Cisco and seek RMA
2. If running 6.0(2)U2(1) or later, then open support case with Cisco, as these parity errors should be automatically cleared as of 6.0(2)U2(1)

If running any release of 5.0(3)U5 [Culebra] and you wish to stay on this release, then execute the command hardware profile parity-error l2-table clear and reload the switch. This will cause for all future L2 parity errors to automatically be cleared by the Nexus 3000 software.

Otherwise, upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","L2 Memory Parity Error - A memory parity error has occurred for a lookup against an entry in the Layer-2 table.
Potential Impact: Packet loss for any traffic requiring a lookup against the referenced L2 table location. Depending upon what entry is present in the memory location that is referenced, there may be no functional impact to traffic.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit20a8*,2,0,0
"1a. If running a version of software prior to 6.0(2)U2(1) [Fiji], then execute L3 Parity Error expect script (clearIndex_l3_v1.5) to clear error
1b. If issue continues to occur following remediation and functional impact is seen, then open support case with Cisco and seek RMA
2. If running 6.0(2)U2(1) or later, then open support case with Cisco, as these parity errors should be automatically cleared as of 6.0(2)U2(1)

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","L3 Memory Parity Error - A memory parity error has occurred for a lookup against an entry in the Layer-3 table. 
Potential Impact: Packet loss for any traffic requiring a lookup against the referenced L3 table location. Depending upon what entry is present in the memory location that is referenced, there may be no visible impact to traffic.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit2173*,2,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Memory Parity Error 27bd - MTRO_PAR_ERRf-A memory parity error has occurred of type  MTRO_PAR_ERRf .
Potential Impact: The presence of this message may be associated with high CPU (99%) for the bcm_usd process. No performance impact is expected unless high CPU is also being experienced across multiple other processes for an unrelated reason.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit27bd*,4,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Memory Parity Error 28a2 - NONUCAST_TRUNK_BLOCK_MASK_PAR_ERRf - A memory parity error has occurred with cause  NONUCAST_TRUNK_BLOCK_MASK_PAR_ERRf .
Potential Impact: The presence of this message may be associated with dropping of broadcast traffic (e.g. ARP). We have yet to observe such impact in production when seeing this message.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit28a2*,2,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Memory Parity Error 41e8 - THDI_PAR_ERRf-A memory parity error has occurred with cause  THDI_PAR_ERRf 
Potential Impact: No known impact.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit41e8*,4,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Memory Parity Error 48db - VXLT_PAR_ERRf-A memory parity error has occurred with cause  VXLT_PAR_ERRf .
Potential Impact: No known impact.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit48db*,4,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","A memory parity error has occurred for a lookup against the Weight Random Early Detection (WRED) table
Potential Impact: WRED may not function correctly, taking incorrect or no actions when selecting which packets should be dropped",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*cause bit4975*,3,0,0
Please open a TAC case for further investigation and attach show tech,A spawned service couldn t handshake with the System Manager and it s about to be terminated.,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*Error disabling GLC-T link*,3,0,0
Please open a TAC case for further investigation.,Error disable the port when the duplicate IP is detected.,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*Error disabling the port*,3,0,0
Please open a TAC case for further investigation.,This is are internal system messages.,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*Error enabling SFP port*,3,0,0
Please open a TAC case for further investigation.,May indicate failed GLC-T transceiver,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*Error gettinglink status*,3,0,0
Please open a TAC case for further investigation and attach show tech,Hardware issues on a GLC-T.,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*Error powering down GLC-T*,3,0,0
Please collect TAC case for further investigation and attach show tech,"In bcm_usd_port_disable code, if its 1G copper, it was touching the GLC-T i2c. This has to be touched only for speed 100mb.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*Error readingGLC-T*,3,0,0
Please collect TAC case for further investigation and attach show tech,"In bcm_usd_port_disable code, if its 1G copper, it was touching the GLC-T i2c. This has to be touched only for speed 100mb.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*Error writing GLC-T*,3,0,0
Please open a TAC case for further investigation.,Issue with the GLC-T transceiver,N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*Retried deferred enable many times*,3,0,0
"1. Reload the switch to resolve.
2. If same type of parity error returns after reload, then RMA

Upgrade to 6.0(2)U2(1) [Fiji] or later. Starting in Fiji, the software automatically handles restoration of lost bits due to these parity errors by default.","Memory Parity Error Type 0x8-A memory parity error has occurred of type  0x8 
Potential Impact: No known impact.",N,USER-3-SYSTEM_MSG,USER-3-SYSTEM_MSG,*USER-3-SYSTEM_MSG*type 0x8*,4,0,0
